Name,Size,Type,Alignment,AC,HP,Speeds,STR,DEX,CON,INT,WIS,CHA,SavingThrows,Skills,WRI,Senses,Languages,CR,Additional,Font,AdditionalInfo,Author
Star Spawn Mangler,Medium,aberration,chotic evil,14,71,"40 ft., climb 40 ft.",8,18,12,11,12,7,"Dex, Con",Stealth,"Coldres, psychicimmu, charmedimmu, frightenedimmu, proneimmu",Darkvision 60,Deep Speech,5,"Ambusher, Shadow Stealth",Mordenkainen's Tome of Foes,,Wizards of the Coast
Star Spawn Seer,Medium,aberration,neutral evil,17,153,30 ft.,14,12,18,22,19,16,"Dex, Int, Wis, Cha",Perception,"Coldres, nonmagicalres, psychicimmu, charmedimmu, frightenedimmu",Darkvision 60,"Common, Deep Speech, Undercommon",13,Out-of-Phase Movement,Mordenkainen's Tome of Foes,,Wizards of the Coast
"Steeder, Female",Large,monstrosity,unaligned,14,30,"30 ft., climb 30 ft.",15,16,14,2,10,3,,"Perception, Stealth",,Darkvision 120,,1,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Steeder, Male",Medium,monstrosity,unaligned,12,13,"30 ft., climb 30 ft.",15,12,14,2,10,3,,"Stealth, Perception",,Darkvision 120,,1/4,"Spider Climb, Extraordinary Leap",Mordenkainen's Tome of Foes,,Wizards of the Coast
Steel Predator,Large,construct,lawful evil,20,207,40 ft.,24,17,22,4,14,6,,"Perception, Stealth, Survival","Coldres, lightningres, necroticres, thunderres, poisonimmu, psychicimmu, nonmagicalimmu, charmedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, stunnedimmu","Blindsight 30, darkvision 60","Modron, Any",16,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,,Wizards of the Coast
Stirge,Tiny,beast,unaligned,14,2,"10 ft., fly 40 ft.",4,16,11,2,8,6,,,,Darkvision 60,,1/8,,Monster Manual,,Wizards of the Coast
Stone Cursed,Medium,construct,lawful evil,17,19,10 ft.,16,5,14,5,8,7,,,"Bludgeoningweak, poisonimmu, charmedimmu, exhaustionimmu, frightenedimmu, petrifiedimmu, poisonedimmu",Normal,Any,1,"Cunning Opportunist, False Appearance",Mordenkainen's Tome of Foes,,Wizards of the Coast
Stone Juggernaut,Large,construct,unaligned,15,157,50 ft.,22,1,21,2,11,3,,,"Poisonimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu",Blindsight 120,,12,"Devastating Roll, Immutable Form, Regeneration, Siege Monster",Tomb of Annihilation,,Wizards of the Coast
Strahd's Animated Armor,Medium,construct,lawful evil,21,112,30 ft.,17,13,16,9,10,9,,Perception,"Coldres, fireres, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu paralyzedimmu, petrifiedimmu, poisonimmu",Blindsight 60,Common,6,,Curse of Strahd,,Wizards of the Coast
Su-Monster,Medium,monstrosity,chotic evil,12,27,"30 ft., climb 30 ft.",14,15,12,9,13,9,,"Athletics, Perception",,Normal,,1,,Tomb of Annihilation,,Wizards of the Coast
Succubus/Incubus,Medium,fiend,neutral evil,15,66,"30 ft., fly 60 ft.",8,17,13,15,12,20,,"Deception, Insight, Perception, Persuasion, Stealth","Coldres, fireres, lightningres, poisonres, nonmagicalres",Darkvision 60,"Abyssal, Common, Infernal, telepathy 60",4,"Telepathic Bond, Shapechanger",Monster Manual,,Wizards of the Coast
Sword Wraith Commander,Medium,undead,lawful evil,18,127,30 ft.,18,14,18,11,12,14,,Perception,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,8,"Martial Fury, Turning Defiance",Mordenkainen's Tome of Foes,,Wizards of the Coast
Sword Wraith Warrior,Medium,undead,lawful evil,16,45,30 ft.,18,12,17,6,9,10,,,"Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, frightenedimmu, poisonedimmu, unconsciousimmu",Darkvision 60,Any,3,Martial Fury,Mordenkainen's Tome of Foes,,Wizards of the Coast
Tabaxi Hunter,Medium,humanoid (tabaxi),chaotic good,14,40,"30 ft., climb 20 ft.",10,17,11,13,14,15,,"Athletics, Perception, Stealth, Survival",,Darkvision 60,"Common, Any",1,Feline Agility,Tomb of Annihilation,,Wizards of the Coast
Tabaxi Minstrel,Medium,humanoid (tabaxi),chaotic good,12,22,"30 ft., climb 20 ft.",10,15,11,14,12,16,,"Perception, Performance, Persuasion, Stealth",,Darkvision 60,"COmmon, Any",1/4,"Feline Agility, Inspire",Tomb of Annihilation,,Wizards of the Coast
Tarrasque,Gargantuan,monstrosity,unaligned,25,676,40 ft.,30,11,30,3,11,11,"Int, Wis, Cha",,"Fireimmu, poisonimmu, nonmagicalimmu, charmedimmu, frightenedimmu, paralyzedimmu, poisonedimmu",Blindsight 120,,30,"Legendary, Magic Resistance, Reflective Carapace, Siege Monster",Monster Manual,,Wizards of the Coast
Tecuziztecatl,Large,monstrosity,neutral,13,102,"30 ft., climb 30 ft.",17,10,16,15,16,13,,"Deception, Stealth","Nonmagicalres, acidimmu",Blindsight 30,"Olman, Primal",4,"Amphibious, Glowing, Flexible, Spider Climb",Tales from the Yawning Portal,,Wizards of the Coast
Thayan Apprentice,Medium,humanoid (human),NOT GOOD,12,27,30 ft.,10,14,12,15,13,11,,Arcana,,Normal,"Common, Thayan",2,"Doomvault Devotion, Normal Spellcasting",Tales from the Yawning Portal,,Wizards of the Coast
Thayan Warrior,Medium,humanoid (human),NOT GOOD,16,52,30 ft.,16,13,14,10,11,11,,Perception,,Normal,"Common, Thayan",2,"Doomvault Devotion, Pack Tactics",Tales from the Yawning Portal,,Wizards of the Coast
Thorn Slinger,Large,plant,unaligned,11,32,10 ft.,13,12,12,1,10,1,,,"Blindedimmu, deafenedimmu, frightenedimmu",Blindsight 60,,1/2,"Adhesive Blossoms, False Appearance",Tales from the Yawning Portal,,Wizards of the Coast
Thorny,Medium,plant,neutral,14,27,30 ft.,13,12,13,2,10,6,,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,1,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Thri-Kreen,Medium,humanoid,chaotic neutral,15,33,40 ft.,12,15,13,8,12,7,,"Perception, Stealth, Survival",,Darkvision 60,Own,1,"Chameleon Carapace, Standing Leap",Monster Manual,,Wizards of the Coast
Tiamat,Gargantuan,fiend,chotic evil,25,615,"60 ft., fly 120 ft.",30,10,30,26,26,28,"Str, Dex, Wis","Arcana, Perception, Religion","Acidimmu, coldimmu, fireimmu, lightningimmu, nonmagicalimmu, blindedimmu, charmedimmu, deafenedimmu, frightenedimmu, poisonedimmu, stunnedimmu","Darkvision 240, truesight 120","Common, Draconic, Infernal",30,"Discorporation, Innate Spellcasting, Legendary Resistance, Limited Magic immunity, Magic Weapons, Multiple Heads, Regeneration",Rise of Tiamat,,Wizards of the Coast
Tiny Servant,Tiny,construct,unaligned,15,10,"30 ft., climb 30 ft.",4,16,10,2,10,1,,,"Poisonimmu, psychicimmu, blindedimmu, charmedimmu, deafenedimmu, exhaustionimmu, frightenedimmu, paralyzedimmu, petrifiedimmu, poisonedimmu",Blindsight 60,,1,,Xanathar's Guide to Everything,,Wizards of the Coast
Tlincalli,Large,monstrosity,neutral evil,15,85,40 ft.,16,13,16,8,12,8,,"Perception, Stealth, Survival",,Darkvision 60,Own,5,,Volo's Guide to Monsters,,Wizards of the Coast
Topi,Small,undead,chotic evil,13,13,30 ft.,7,15,12,6,10,5,,,"Bludgeoningres, poisonimmu, poisonedimmu",Darkvision 60,Alive,1/2,"Turn Resistance, Undead Fortitude",The Tortle Package,,Wizards of the Coast
Tortle,Medium,humanoid (tortle),lawful good,17,22,30 ft.,15,10,12,11,13,12,,"Athletics, Survival",,Normal,"Aquan, Common",1/4,Hold Breath,Mordenkainen's Tome of Foes,,Wizards of the Coast
Tortle Druid,Medium,humanoid (tortle),lawful neutral,17,33,30 ft.,14,10,12,11,15,12,,"Animal Handling, Nature, Survival",,Normal,"Aquan, Common",2,"Hold Breath, Normal Spellcasting",Mordenkainen's Tome of Foes,,Wizards of the Coast
Trapper,Large,monstrosity,unaligned,13,85,"10 ft., climb 10 ft.",17,10,17,2,13,4,,Stealth,,"Blindsight 30, darkvision 60",,3,"False Appearance, Spider Climb",Volo's Guide to Monsters,,Wizards of the Coast
Treant,Huge,plant,chaotic good,16,138,30 ft.,23,8,21,12,16,12,,,"Bludgeoningres, piercingres, fireweak",Normal,"Common, Druidic, Elvish, Sylvan",9,"False Appearance, Siege Monster",Monster Manual,,Wizards of the Coast
Tressym,Tiny,beast,chaotic neutral,12,5,"40 ft., climb 30 ft., fly 40 ft.",3,15,10,11,12,12,,"Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,Common,0,"Detect Invisibility, Keen Smell, Poison Sense",Storm King's Thunder,,Wizards of the Coast
Tri-Flower Frond,Medium,plant,unaligned,10,11,5 ft.,1,10,12,1,10,1,,,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,,1/2,,Tomb of Annihilation,,Wizards of the Coast
Troglodyte,Medium,humanoid,chotic evil,11,13,30 ft.,14,10,14,6,10,6,,Stealth,,Darkvision 60,Own,1/4,"Chameleon Skin, Stench, Sunlight Sensitivity",Monster Manual,,Wizards of the Coast
Troglodyte Champion of Laogzed,Medium,humanoid (troglodyte),chotic evil,14,59,30 ft.,18,12,18,8,12,12,,"Athletics, Intimidation, Stealth",,Darkvision 60,Own,3,"Chameleon Skin, Stench, Sunlight Sensitivity",Out of the Abyss,,Wizards of the Coast
Troll,Large,giant,chotic evil,15,84,30 ft.,18,13,20,7,9,7,,Perception,,Darkvision 60,Giant,5,"Keen Smell, Regeneration",Monster Manual,,Wizards of the Coast
"Troll, Dire",Huge,giant,chotic evil,15,172,40 ft.,22,15,21,9,11,5,"Wis, Cha",Perception,"Nonmagicalres, frightenedimmu, poisonedimmu",Darkvision 60,Giant,13,"Keen Smell, Keen Sight, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Rot",Large,giant,chotic evil,16,138,30 ft.,18,13,22,5,8,4,,Perception,Necroticimmu,Darkvision 60,Giant,9,Rancid Degeneration,Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Spirit",Large,giant,chotic evil,17,97,30 ft.,1,17,13,8,9,16,,Perception,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 60,Giant,11,"Incorporeal Movement, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Troll, Venom",Large,giant,chotic evil,15,94,30 ft.,18,13,20,7,9,7,,Perception,"Poisonimmu, poisonedimmu",Darkvision 60,Giant,7,"Keen Smell, Poison Splash, Regeneration",Mordenkainen's Tome of Foes,,Wizards of the Coast
Umber Hulk,Large,monstrosity,chotic evil,18,93,"30 ft., burrow 20 ft.",20,13,16,9,10,10,,,,Darkvision 120,Own,5,"Confusing Gaze, Tunneler",Monster Manual,,Wizards of the Coast
Unicorn,Large,celestial,lawful good,12,67,50 ft.,18,14,15,11,17,16,,,"Poisonimmu, charmedimmu, paralyzedimmu, poisonedimmu",Darkvision 60,"Celestial, Elvish, Sylvan, telepathy 60",5,"Legendary, Lair, Charge, Innate Spellcasting, Magic Resistance, Magic Weapons",Monster Manual,,Wizards of the Coast
Uthgardt Shaman,Medium,humanoid (human),neutral evil,13,38,30 ft.,14,12,13,10,15,12,,"Medicine, Nature, Perception, Survival",,Normal,"Bothii, COmmon",2,Innate Spellcasting,Storm King's Thunder,,Wizards of the Coast
Vampire,Medium,undead,lawful evil,16,144,30 ft.,18,18,18,17,15,18,"Dex, Wis, Cha","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 120,Any,13,"Shapechanger, Legendary, Lair, Misty Escape, Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Sunlight Hypersensitivity, Stake to the Heart",Monster Manual,,Wizards of the Coast
Vampire Spawn,Medium,undead,neutral evil,15,82,30 ft.,16,16,16,11,10,12,"Dex, Wis","Perception, Stealth","Necroticres, nonmagicalres",Darkvision 60,Any,5,"Regeneration, Spider Climb, Vampire Weaknesses, Forbiddance, Harmed by Running Water, Stake to the Heart,  Sunlight Hypersensitivity",Monster Manual,,Wizards of the Coast
Vampiric Mist,Medium,undead,chotic evil,13,30,fly 30 ft.,6,16,16,6,12,7,Wis,,"Acidres, coldres, lightningres, necroticres, thunderres, nonmagicalres, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,,3,"Life Sense, Forbiddance, Misty Form, Sunlight Hypersensitivity",Mordenkainen's Tome of Foes,,Wizards of the Coast
Vargouille,Tiny,fiend,chotic evil,12,13,"5 ft., fly 40 ft.",6,14,14,4,7,2,,,"Coldres, fireres, lightningres, poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Infernal, Any",1,,Volo's Guide to Monsters,,Wizards of the Coast
Vegepygmy,Small,plant,neutral,13,9,30 ft.,7,14,13,6,11,7,,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,1/4,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Vegepygmy Chief,Small,plant,neutral,14,33,30 ft.,14,14,14,7,12,9,,"Perception, Stealth","Lightningres, piercingres",Darkvision 60,Own,2,"Plant Camouflage, Regeneration",Volo's Guide to Monsters,,Wizards of the Coast
Water Weird,Large,elemental,neutral,13,58,swim 60 ft.,17,16,13,11,10,10,,,"Fireres, nonmagicalres, poisonimmu, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, restrainedimmu, proneimmu, unconsciousimmu",Blindsight 30,Aquan,3,"Invisible in Water, Water Bound",Monster Manual,,Wizards of the Coast
White Maw,Gargantuan,ooze,chaotic neutral,5,217,10 ft.,18,1,20,12,10,3,,,"Acidres, coldres, fireres, poisonimmu, blindedimmu, charmedimmu, deafenedimmu, exhuastionimmu, frightenedimmu, poisonedimmu, proneimmu",Blindsight 60,Telepathy 50,10,"Amorphous Form, Corrode Metal, False Appearance, Killer Response",Tales from the Yawning Portal,,Wizards of the Coast
Wight,Medium,undead,neutral evil,14,45,30 ft.,15,14,16,10,13,15,,"Perception, Stealth","Necroticres, nonmagicalres, poisonimmu, exhaustionimmu, poisonedimmu",Darkvision 60,Any,3,Sunlight Sensitivity,Monster Manual,,Wizards of the Coast
Will-O'-Wisp,Tiny,undead,chotic evil,19,22,fly 50 ft.,1,28,10,13,14,11,,,"Lightningimmu, poisonimmu, acidres, coldres, fireres, necroticres, thunderres, nonmagicalres, exhaustionimmu, grappledimmu, paralyzedimmu, poisonedimmu, proneimmu, restrainedimmu, unconsciousimmu",Darkvision 120,Any,2,"Consume Life, Ephemeral, Incorporeal Movement, Variable Illumination",Monster Manual,,Wizards of the Coast
Wood Woad,Medium,plant,lawful neutral,18,75,"30 ft., climb 30 ft.",18,12,16,10,13,8,,"Athletics, Perception, Stealth","Fireweak, bludgeoningres, piercingres, charmedimmu, frightenedimmu",Darkvision 60,Sylvan,5,"Magic Club, Plant Camouflage, Regeneration, Tree Stride",Volo's Guide to Monsters,,Wizards of the Coast
Wraith,Medium,undead,neutral evil,13,67,fly 60 ft.,6,16,16,12,14,15,,,"Acidres, coldres, fireres, lightningres, thunderres, nonmagicalres, nonsilveredres, necroticimmu, poisonimmu, charmedimmu, exhaustionimmu, grappledimmu, paralyzedimmu, petrifiedimmu, poisonedimmu, proneimmu, restrainedimmu",Darkvision 60,Any,5,"Incorporeal Movement, Sunlight Sensitivity",Monster Manual,,Wizards of the Coast
Wyvern,Large,dragon,unaligned,13,110,"20 ft., fly 80 ft.",19,1,16,5,12,6,,Perception,,Darkvision 60,,6,,Monster Manual,,Wizards of the Coast
Xorn,Medium,elemental,neutral,19,73,"20 ft., burrow 20 ft.",17,10,22,11,10,11,,"Perception, Stealth",Nonadamantineres,"Darkvision 60, tremorsense 60",Terran,5,"Earth Glide, Stone Camouflage, Treasure Sense",Monster Manual,,Wizards of the Coast
Xvart,Small,humanoid (xvart),chotic evil,13,7,30 ft.,8,14,10,8,7,7,,Stealth,,Darkvision 30,Abyssal,1/8,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Xvart Speaker,Small,humanoid (xvart),chotic evil,13,7,30 ft.,8,14,10,13,7,7,,Stealth,,Darkvision 30,"Abyssal, Any",1/8,"Low Cunning, Overbearing Pack, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Xvart Warlock of Raxivort,Small,humanoid (xvart),chotic evil,12,22,30 ft.,8,14,12,8,11,12,,Stealth,,Darkvision 30,Abyssal,1,"Innate Spellcasting, Normal Spellcasting, Low Cunning, Raxivort's Blessing, Raxivort's Tongue",Volo's Guide to Monsters,,Wizards of the Coast
Yakfolk Priest,Large,monstrosity,neutral evil,12,52,30 ft.,16,11,15,14,18,14,,"Deception, Medicine, Survival",,Normal,"Common, Yikaria",4,"Normal Spellcasting, Possession",Storm King's Thunder,,Wizards of the Coast
Yakfolk Warrior,Large,monstrosity,neutral evil,11,60,30 ft.,18,11,15,14,15,14,,"Deception, Survival",,Normal,"Common, Yikaria",3,Possession,Storm King's Thunder,,Wizards of the Coast
Yellow Musk Creeper,Medium,plant,unaligned,6,60,"5 ft., climb 5 ft.",12,3,12,1,10,3,,,"Blindedimmu, deafenedimmu, exhaustionimmu, proneimmu",Blindsight 30,,2,"False Appearance, Regeneration",Tomb of Annihilation,,Wizards of the Coast
Yellow Musk Zombie,Medium,undead,unaligned,9,33,20 ft.,13,9,12,1,6,3,,,"Charmedimmu, exhaustionimmu",Blindsight 30,,1/4,Undead Fortitude,Tomb of Annihilation,,Wizards of the Coast
Yeth Hound,Large,fey,neutral evil,14,51,"40 ft., fly 40 ft.",18,17,16,5,12,7,,,"Nonmagicalimmu, nonsilveredimmu, charmedimmu, exhaustionimmu, frightenedimmu",Darkvision 60,"Common, Elvish, Sylvan",4,"Keen Hearing, Keen Smell, Sunlight Banishment, Telepathic Bond",Volo's Guide to Monsters,,Wizards of the Coast
Yeti,Large,monstrosity,chotic evil,12,51,"40 ft., climb 40 ft.",18,13,16,8,12,7,,"Perception, Stealth",Coldimmu,Darkvision 60,Own,3,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,,Wizards of the Coast
"Yeti, Abominable",Huge,monstrosity,chotic evil,15,137,"40 ft., climb 40 ft.",24,10,22,9,13,9,,"Perception, Stealth",Poisonres,Darkvision 60,Own,9,"Fear of Fire, Keen Smell, Snow Camouflage",Monster Manual,,Wizards of the Coast
Yuan-Ti Abomination,Large,monstrosity,neutral evil,15,127,40 ft.,19,16,17,17,15,18,,"Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",7,"Shapechanger, Innate Spellcasting, Magic Resistance",Monster Manual,,Wizards of the Coast
Yuan-Ti Anathema,Huge,monstrosity (yuan-ti),neutral evil,16,189,"40 ft., climb 30 ft., swim 30 ft.",23,13,19,19,17,20,,"Perception, Stealth","Acidres, fireres, lightningres, poisonimmu, poisonedimmu","Blindsight 30, darkvision 60","Abyssal, Common, Draconic",12,"Innate Spellcasting, Magic Resistance, Ophidiophobia Aura, Shapechanger, Six Heads",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Broodguard,Medium,humanoid (yuan-ti),neutral evil,14,45,30 ft.,15,14,14,6,11,4,"Str, Dex, Wis",Perception,"Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",2,"Mental Resistance, Reckless",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Malison,Medium,monstrosity,neutral evil,12,66,30 ft.,16,14,13,14,12,16,,"Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",3,"Shapechanger, Innate Spellcasting, Magic Resistance, Malison Type",Monster Manual,,Wizards of the Coast
Yuan-Ti Mind Whisperer,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",4,"Shapechanger, Innate Spellcasting, Magic Resistance, Mind Fangs, Normal Spellcasting, Sseth's Blessing",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Nightmare Speaker,Medium,monstrosity (yuan-ti),neutral evil,14,71,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",4,"Shapechanger, Death Fangs, Innate Spellcasting, Magic Resistance, Normal Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Pit Master,Medium,monstrosity (yuan-ti),neutral evil,14,88,30 ft.,16,14,13,14,12,16,"Wis, Cha","Deception, Stealth","Poisonimmu, poisonedimmu",Darkvision 120,"Abyssal, Common, Draconic",5,"Shapechanger, Innate Spellcasting, Magic Resistance, Poison's Disciple, Normal Spellcasting",Volo's Guide to Monsters,,Wizards of the Coast
Yuan-Ti Pureblood,Medium,monstrosity,neutral evil,11,40,30 ft.,11,12,11,13,12,14,,"Deception, Perception, Stealth","Poisonimmu, poisonedimmu",Darkvision 60,"Abyssal, Common, Draconic",1,"Innate Spellcasting, Magic Resistance",Monster Manual,,Wizards of the Coast
"Yugoloth, Arcana",Medium,fiend,neutral evil,17,104,"30 ft., fly 30 ft.",17,12,14,20,16,17,"Dex, Int, Wis, Cha","Arcana, Deception, Insight, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, charmedimmu, poisonedimmu",Truesight 120,"All, telepathy 120",12,"Innate Spellcasting, Magic Resistance, Magic Weapons, Normal Spellcasting",Monster Manual,,Wizards of the Coast
"Yugoloth, Cano",Medium,fiend (yugoloth),neutral evil,16,120,50 ft.,18,10,17,5,17,12,,"Investigation, Perception","Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Darkvision 60, truesight 120","Abyssal, Infernal, telepathy 60",8,"Dimensional Lock, Magic Resistance, Magic Weapons, Uncanny Senses",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Yugoloth, Dhergo",Medium,fiend (yugoloth),neutral evil,15,119,30 ft.,17,10,19,7,10,9,Str,,"Coldres, fireres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",7,"Innate Spellcasting, Magic Resistance, Magic Weapons",Mordenkainen's Tome of Foes,,Wizards of the Coast
"Yugoloth, Hydro",Medium,fiend (yugoloth),neutral evil,15,135,"20 ft., swim 40 ft.",12,21,16,19,10,14,,"Insight, Perception","Fireweak, coldres, lightningres, nonmagicalres, acidimmu, poisonimmu, poisonedimmu","Blindsight 60, darkvision 60","Abyssal, Infernal, telepathy 60",9,"Amphibious, Innate Spellcasting, Magic Resistance, Magic Weapons, Secure Memory, Watery Advantage",Mordenkainen's Tome of Foes,,Wizards of the Coast
